apk,lang,source,version,extension_class_refs,i18n_files,detected_multisrc
tachiyomi-en.erisscans-v1.4.18.apk,en,erisscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.ero18x-v1.4.45.apk,en,ero18x,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.erofus-v1.4.3.apk,en,erofus,1.4.3,7,,
tachiyomi-en.erosscans-v1.4.35.apk,en,erosscans,1.4.35,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.evascans-v1.4.31.apk,en,evascans,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.evilflowers-v1.4.45.apk,en,evilflowers,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.existentialcomics-v1.4.4.apk,en,existentialcomics,1.4.4,4,,
tachiyomi-en.explosm-v1.4.4.apk,en,explosm,1.4.4,6,,
tachiyomi-en.ezmanga-v1.4.54.apk,en,ezmanga,1.4.54,10,,
tachiyomi-en.fairyscans-v1.4.30.apk,en,fairyscans,1.4.30,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.firescans-v1.4.48.apk,en,firescans,1.4.48,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.flamecomics-v1.4.47.apk,en,flamecomics,1.4.47,74,,
tachiyomi-en.freecomiconline-v1.4.45.apk,en,freecomiconline,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.galaxydegenscans-v1.4.49.apk,en,galaxydegenscans,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.galaxymanga-v1.4.30.apk,en,galaxymanga,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.gedecomix-v1.4.45.apk,en,gedecomix,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.goda-v1.4.3.apk,en,goda,1.4.3,3,,
tachiyomi-en.gourmetscans-v1.4.45.apk,en,gourmetscans,1.4.45,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.greedscans-v1.4.30.apk,en,greedscans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.grimscans-v1.4.18.apk,en,grimscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.grrlpower-v1.4.4.apk,en,grrlpower,1.4.4,13,,
tachiyomi-en.gunnerkriggcourt-v1.4.2.apk,en,gunnerkriggcourt,1.4.2,4,,
tachiyomi-en.guya-v1.4.24.apk,en,guya,1.4.24,4,,
tachiyomi-en.gwtb-v1.4.3.apk,en,gwtb,1.4.3,4,,
tachiyomi-en.hachi-v1.4.2.apk,en,hachi,1.4.2,40,,
tachiyomi-en.hachirumi-v1.4.6.apk,en,hachirumi,1.4.6,4,,
tachiyomi-en.hadesscans-v1.4.30.apk,en,hadesscans,1.4.30,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.harimanga-v1.4.49.apk,en,harimanga,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentai20-v1.4.39.apk,en,hentai20,1.4.39,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.hentai2read-v1.4.18.apk,en,hentai2read,1.4.18,25,,
tachiyomi-en.hentai3zcc-v1.4.1.apk,en,hentai3zcc,1.4.1,4,,
tachiyomi-en.hentai4free-v1.4.45.apk,en,hentai4free,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentaidex-v1.4.32.apk,en,hentaidex,1.4.32,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.hentaidexy-v1.4.34.apk,en,hentaidexy,1.4.34,41,,
tachiyomi-en.hentaihere-v1.4.5.apk,en,hentaihere,1.4.5,16,,
tachiyomi-en.hentaimanga-v1.4.47.apk,en,hentaimanga,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentainexus-v1.4.12.apk,en,hentainexus,1.4.12,28,,
tachiyomi-en.hentairead-v1.4.55.apk,en,hentairead,1.4.55,38,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentaiwebtoon-v1.4.48.apk,en,hentaiwebtoon,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentaixcomic-v1.4.45.apk,en,hentaixcomic,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentaixdickgirl-v1.4.45.apk,en,hentaixdickgirl,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentaixyuri-v1.4.45.apk,en,hentaixyuri,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hentara-v1.4.1.apk,en,hentara,1.4.1,45,,
tachiyomi-en.heytoon-v1.4.1.apk,en,heytoon,1.4.1,13,,
tachiyomi-en.hijalascans-v1.4.12.apk,en,hijalascans,1.4.12,4,,
tachiyomi-en.hiperdex-v1.4.71.apk,en,hiperdex,1.4.71,14,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.hiveworks-v1.4.11.apk,en,hiveworks,1.4.11,27,,
tachiyomi-en.hm2d-v1.4.47.apk,en,hm2d,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.honkaiimpact-v1.4.3.apk,en,honkaiimpact,1.4.3,8,,
tachiyomi-en.hotcomics-v1.4.2.apk,en,hotcomics,1.4.2,4,,
tachiyomi-en.hyakuro-v1.4.1.apk,en,hyakuro,1.4.1,49,,
tachiyomi-en.infernalvoidscans-v1.4.52.apk,en,infernalvoidscans,1.4.52,5,,
tachiyomi-en.infinityscans-v1.4.7.apk,en,infinityscans,1.4.7,55,,
tachiyomi-en.irovedout-v1.4.5.apk,en,irovedout,1.4.5,4,,
tachiyomi-en.isekaiscantop-v1.4.46.apk,en,isekaiscantop,1.4.46,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.jimanga-v1.4.46.apk,en,jimanga,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.kagane-v1.4.19.apk,en,kagane,1.4.19,342,,
tachiyomi-en.kaizenscan-v1.4.18.apk,en,kaizenscan,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.kaliscancom-v1.4.20.apk,en,kaliscancom,1.4.20,4,,
tachiyomi-en.kaliscanio-v1.4.20.apk,en,kaliscanio,1.4.20,4,,
tachiyomi-en.kaliscanme-v1.4.20.apk,en,kaliscanme,1.4.20,4,,
tachiyomi-en.kappabeast-v1.4.31.apk,en,kappabeast,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.kaynscans-v1.4.18.apk,en,kaynscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.keenspot-v1.4.3.apk,en,keenspot,1.4.3,8,,
tachiyomi-en.kenscans-v1.4.21.apk,en,kenscans,1.4.21,4,,
tachiyomi-en.kewnscans-v1.4.19.apk,en,kewnscans,1.4.19,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.killsixbilliondemons-v1.4.5.apk,en,killsixbilliondemons,1.4.5,4,,
tachiyomi-en.kingofshojo-v1.4.30.apk,en,kingofshojo,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.kissmangain-v1.4.48.apk,en,kissmangain,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.kmanga-v1.4.3.apk,en,kmanga,1.4.3,62,,
tachiyomi-en.ksgroupscans-v1.4.45.apk,en,ksgroupscans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.kunmanga-v1.4.46.apk,en,kunmanga,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.kuramanga-v1.4.1.apk,en,kuramanga,1.4.1,23,,
tachiyomi-en.lagoonscans-v1.4.30.apk,en,lagoonscans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.lhtranslation-v1.4.46.apk,en,lhtranslation,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.likemanga-v1.4.5.apk,en,likemanga,1.4.5,17,,
tachiyomi-en.likemangain-v1.4.46.apk,en,likemangain,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.lilymanga-v1.4.51.apk,en,lilymanga,1.4.51,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.loadingartist-v1.4.3.apk,en,loadingartist,1.4.3,11,,
tachiyomi-en.luascans-v1.4.49.apk,en,luascans,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,
tachiyomi-en.lunatoons-v1.4.18.apk,en,lunatoons,1.4.18,5,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.madaradex-v1.4.47.apk,en,madaradex,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.madarascans-v1.4.31.apk,en,madarascans,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.madokami-v1.4.12.apk,en,madokami,1.4.12,14,,
tachiyomi-en.magusmanga-v1.4.57.apk,en,magusmanga,1.4.57,4,,
tachiyomi-en.manga18club-v1.4.1.apk,en,manga18club,1.4.1,3,,
tachiyomi-en.manga18free-v1.4.46.apk,en,manga18free,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manga18fx-v1.4.50.apk,en,manga18fx,1.4.50,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manga18x-v1.4.46.apk,en,manga18x,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manga1s-v1.4.4.apk,en,manga1s,1.4.4,8,,
tachiyomi-en.mangabat-v1.4.17.apk,en,mangabat,1.4.17,5,,mangabox
tachiyomi-en.mangabolt-v1.4.1.apk,en,mangabolt,1.4.1,13,,
tachiyomi-en.mangabtt-v1.4.3.apk,en,mangabtt,1.4.3,13,,
tachiyomi-en.mangabuddy-v1.4.22.apk,en,mangabuddy,1.4.22,4,,
tachiyomi-en.mangaclash-v1.4.49.apk,en,mangaclash,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangacloud-v1.4.2.apk,en,mangacloud,1.4.2,64,,
tachiyomi-en.mangacute-v1.4.20.apk,en,mangacute,1.4.20,4,,
tachiyomi-en.mangadass-v1.4.45.apk,en,mangadass,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangademon-v1.4.17.apk,en,mangademon,1.4.17,18,,
tachiyomi-en.mangadia-v1.4.45.apk,en,mangadia,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangadistrict-v1.4.59.apk,en,mangadistrict,1.4.59,15,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangafab-v1.4.20.apk,en,mangafab,1.4.20,4,,
tachiyomi-en.mangaforest-v1.4.21.apk,en,mangaforest,1.4.21,4,,
tachiyomi-en.mangaforfreecom-v1.4.47.apk,en,mangaforfreecom,1.4.47,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangafox-v1.4.7.apk,en,mangafox,1.4.7,31,,
tachiyomi-en.mangafoxfull-v1.4.45.apk,en,mangafoxfull,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangafoxfun-v1.4.34.apk,en,mangafoxfun,1.4.34,3,,
tachiyomi-en.mangafreak-v1.4.12.apk,en,mangafreak,1.4.12,11,,
tachiyomi-en.mangagg-v1.4.47.apk,en,mangagg,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangago-v1.4.27.apk,en,mangago,1.4.27,27,,
tachiyomi-en.mangagojo-v1.4.30.apk,en,mangagojo,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.mangahen-v1.4.2.apk,en,mangahen,1.4.2,9,,
tachiyomi-en.mangahentai-v1.4.49.apk,en,mangahentai,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangahere-v1.4.21.apk,en,mangahere,1.4.21,13,,
tachiyomi-en.mangahereonl-v1.4.34.apk,en,mangahereonl,1.4.34,3,,
tachiyomi-en.mangahubio-v1.4.44.apk,en,mangahubio,1.4.44,4,,
tachiyomi-en.mangakakalot-v1.4.17.apk,en,mangakakalot,1.4.17,15,,mangabox
tachiyomi-en.mangakakalotfun-v1.4.34.apk,en,mangakakalotfun,1.4.34,3,,
tachiyomi-en.mangakatana-v1.4.11.apk,en,mangakatana,1.4.11,19,,
tachiyomi-en.mangakiss-v1.4.46.apk,en,mangakiss,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangamaniacs-v1.4.45.apk,en,mangamaniacs,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangamo-v1.4.7.apk,en,mangamo,1.4.7,105,,
tachiyomi-en.mangamonk-v1.4.20.apk,en,mangamonk,1.4.20,4,,
tachiyomi-en.manganel-v1.4.34.apk,en,manganel,1.4.34,3,,
tachiyomi-en.manganelo-v1.4.15.apk,en,manganelo,1.4.15,5,,mangabox
tachiyomi-en.manganow-v1.4.3.apk,en,manganow,1.4.3,11,,
tachiyomi-en.mangaonlinefun-v1.4.34.apk,en,mangaonlinefun,1.4.34,3,,
tachiyomi-en.mangaowlio-v1.4.46.apk,en,mangaowlio,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangapandaonl-v1.4.34.apk,en,mangapandaonl,1.4.34,4,,
tachiyomi-en.mangapill-v1.4.8.apk,en,mangapill,1.4.8,9,,
tachiyomi-en.mangaplanet-v1.4.2.apk,en,mangaplanet,1.4.2,22,,
tachiyomi-en.mangaplex-v1.4.1.apk,en,mangaplex,1.4.1,4,,
tachiyomi-en.mangapuma-v1.4.22.apk,en,mangapuma,1.4.22,4,,
tachiyomi-en.mangarawclub-v1.4.29.apk,en,mangarawclub,1.4.29,25,,
tachiyomi-en.mangaread-v1.4.46.apk,en,mangaread,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangareadercc-v1.4.5.apk,en,mangareadercc,1.4.5,4,,
tachiyomi-en.mangareadersite-v1.4.34.apk,en,mangareadersite,1.4.34,4,,
tachiyomi-en.mangareadorg-v1.4.47.apk,en,mangareadorg,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangasaga-v1.4.20.apk,en,mangasaga,1.4.20,4,,
tachiyomi-en.mangasail-v1.4.6.apk,en,mangasail,1.4.6,10,,
tachiyomi-en.mangasect-v1.4.3.apk,en,mangasect,1.4.3,4,,
tachiyomi-en.mangaspin-v1.4.20.apk,en,mangaspin,1.4.20,4,,
tachiyomi-en.mangasushi-v1.4.48.apk,en,mangasushi,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangatellers-v1.4.4.apk,en,mangatellers,1.4.4,4,,foolslide
tachiyomi-en.mangatoday-v1.4.34.apk,en,mangatoday,1.4.34,3,,
tachiyomi-en.mangatone-v1.4.45.apk,en,mangatone,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangatown-v1.4.8.apk,en,mangatown,1.4.8,6,,
tachiyomi-en.mangatx-v1.4.30.apk,en,mangatx,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.mangatyrant-v1.4.45.apk,en,mangatyrant,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mangaxyz-v1.4.20.apk,en,mangaxyz,1.4.20,4,,
tachiyomi-en.manhuaes-v1.4.51.apk,en,manhuaes,1.4.51,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuafast-v1.4.48.apk,en,manhuafast,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuafastnet-v1.4.45.apk,en,manhuafastnet,1.4.45,3,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuahot-v1.4.45.apk,en,manhuahot,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuanext-v1.4.45.apk,en,manhuanext,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuanow-v1.4.20.apk,en,manhuanow,1.4.20,4,,
tachiyomi-en.manhuaplus-v1.4.52.apk,en,manhuaplus,1.4.52,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuaplusorg-v1.4.4.apk,en,manhuaplusorg,1.4.4,4,,
tachiyomi-en.manhuascanus-v1.4.30.apk,en,manhuascanus,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.manhuasite-v1.4.20.apk,en,manhuasite,1.4.20,4,,
tachiyomi-en.manhuatop-v1.4.46.apk,en,manhuatop,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuaus-v1.4.50.apk,en,manhuaus,1.4.50,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhuazonghe-v1.4.46.apk,en,manhuazonghe,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwa18-v1.4.12.apk,en,manhwa18,1.4.12,56,,
tachiyomi-en.manhwa18org-v1.4.47.apk,en,manhwa18org,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwa68-v1.4.48.apk,en,manhwa68,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwabuddy-v1.4.2.apk,en,manhwabuddy,1.4.2,9,,
tachiyomi-en.manhwaclan-v1.4.47.apk,en,manhwaclan,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwaden-v1.4.45.apk,en,manhwaden,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwahentai-v1.4.45.apk,en,manhwahentai,1.4.45,12,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwahentaime-v1.4.52.apk,en,manhwahentaime,1.4.52,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwahub-v1.4.4.apk,en,manhwahub,1.4.4,4,assets/i18n/messages_en.properties;assets/i18n/messages_vi.properties,
tachiyomi-en.manhwalike-v1.4.1.apk,en,manhwalike,1.4.1,8,,
tachiyomi-en.manhwamanhua-v1.4.45.apk,en,manhwamanhua,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwaread-v1.4.1.apk,en,manhwaread,1.4.1,38,,
tachiyomi-en.manhwasmen-v1.4.46.apk,en,manhwasmen,1.4.46,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwatoon-v1.4.46.apk,en,manhwatoon,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwatop-v1.4.47.apk,en,manhwatop,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manhwaxxl-v1.4.3.apk,en,manhwaxxl,1.4.3,9,,
tachiyomi-en.manhwaz-v1.4.39.apk,en,manhwaz,1.4.39,4,assets/i18n/messages_en.properties;assets/i18n/messages_vi.properties,
tachiyomi-en.manta-v1.4.5.apk,en,manta,1.4.5,66,,
tachiyomi-en.manycomic-v1.4.47.apk,en,manycomic,1.4.47,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manytoon-v1.4.55.apk,en,manytoon,1.4.55,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.manytoonme-v1.4.50.apk,en,manytoonme,1.4.50,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.megatokyo-v1.4.3.apk,en,megatokyo,1.4.3,8,,
tachiyomi-en.mehgazone-v1.4.2.apk,en,mehgazone,1.4.2,27,,
tachiyomi-en.meitoon-v1.4.18.apk,en,meitoon,1.4.18,5,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.mgjinx-v1.4.20.apk,en,mgjinx,1.4.20,4,,
tachiyomi-en.milftoon-v1.4.47.apk,en,milftoon,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.mistscans-v1.4.18.apk,en,mistscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.monochromecustom-v1.4.5.apk,en,monochromecustom,1.4.5,10,,
tachiyomi-en.monochromescans-v1.4.4.apk,en,monochromescans,1.4.4,3,,
tachiyomi-en.msytoon-v1.4.18.apk,en,msytoon,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.multporn-v1.4.5.apk,en,multporn,1.4.5,31,,
tachiyomi-en.murimscan-v1.4.46.apk,en,murimscan,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.myhentaicomics-v1.4.3.apk,en,myhentaicomics,1.4.3,7,,
tachiyomi-en.myhentaigallery-v1.4.6.apk,en,myhentaigallery,1.4.6,14,,
tachiyomi-en.necroscans-v1.4.18.apk,en,necroscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.nikatoons-v1.4.30.apk,en,nikatoons,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.nineanime-v1.4.5.apk,en,nineanime,1.4.5,11,,
tachiyomi-en.ninehentai-v1.4.4.apk,en,ninehentai,1.4.4,53,,
tachiyomi-en.nitroscans-v1.4.47.apk,en,nitroscans,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.novel24h-v1.4.46.apk,en,novel24h,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.novelcrow-v1.4.45.apk,en,novelcrow,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.noxenscans-v1.4.30.apk,en,noxenscans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.nuxscans-v1.4.1.apk,en,nuxscans,1.4.1,5,,
tachiyomi-en.nyanukafe-v1.4.18.apk,en,nyanukafe,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.nyrascans-v1.4.18.apk,en,nyrascans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.nyxscans-v1.4.13.apk,en,nyxscans,1.4.13,7,,
tachiyomi-en.oglaf-v1.4.3.apk,en,oglaf,1.4.3,4,,
